"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"25-34 years"	"25-34"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	14	608582	Unreliable
	"1999"	"1999"	"25-34 years"	"25-34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	18	608582	Unreliable
	"1999"	"1999"	"25-34 years"	"25-34"	"All other diseases (Residual) "	"GR113-111"	82	608582	13.5
	"1999"	"1999"	"25-34 years"	"25-34"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	246	608582	40.4
	"1999"	"1999"	"25-34 years"	"25-34"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	170	608582	27.9
	"1999"	"1999"	"25-34 years"	"25-34"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	154	608582	25.3
	"1999"	"1999"	"25-34 years"	"25-34"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	13	608582	Unreliable
	"1999"	"1999"	"25-34 years"	"25-34"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	76	608582	12.5
	"1999"	"1999"	"25-34 years"	"25-34"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	29	608582	4.8
	"1999"	"1999"	"25-34 years"	"25-34"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	26	608582	4.3
	"1999"	"1999"	"25-34 years"	"25-34"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	101	608582	16.6
	"1999"	"1999"	"25-34 years"	"25-34"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	73	608582	12.0
	"1999"	"1999"	"25-34 years"	"25-34"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	28	608582	4.6
	"1999"	"1999"	"25-34 years"	"25-34"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	132	608582	21.7
	"1999"	"1999"	"25-34 years"	"25-34"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	104	608582	17.1
	"1999"	"1999"	"25-34 years"	"25-34"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	28	608582	4.6
	"1999"	"1999"	"25-34 years"	"25-34"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	15	608582	Unreliable
	"1999"	"1999"	"25-34 years"	"25-34"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	13	608582	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"#Septicemia (A40-A41)"	"GR113-010"	17	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"#Viral hepatitis (B15-B19)"	"GR113-015"	33	696307	4.7
	"1999"	"1999"	"35-44 years"	"35-44"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	150	696307	21.5
	"1999"	"1999"	"35-44 years"	"35-44"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	13	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	329	696307	47.2
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	11	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	10	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	28	696307	4.0
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	13	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	55	696307	7.9
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasm of breast (C50)"	"GR113-029"	47	696307	6.7
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	15	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	13	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	14	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	33	696307	4.7
	"1999"	"1999"	"35-44 years"	"35-44"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	16	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Leukemia (C91-C95)"	"GR113-040"	12	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	56	696307	8.0
	"1999"	"1999"	"35-44 years"	"35-44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	53	696307	7.6
	"1999"	"1999"	"35-44 years"	"35-44"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	392	696307	56.3
	"1999"	"1999"	"35-44 years"	"35-44"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	319	696307	45.8
	"1999"	"1999"	"35-44 years"	"35-44"	"Hypertensive heart disease (I11)"	"GR113-056"	24	696307	3.4
	"1999"	"1999"	"35-44 years"	"35-44"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	168	696307	24.1
	"1999"	"1999"	"35-44 years"	"35-44"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	87	696307	12.5
	"1999"	"1999"	"35-44 years"	"35-44"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	76	696307	10.9
	"1999"	"1999"	"35-44 years"	"35-44"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	38	696307	5.5
	"1999"	"1999"	"35-44 years"	"35-44"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	38	696307	5.5
	"1999"	"1999"	"35-44 years"	"35-44"	"Other heart diseases (I26-I51)"	"GR113-064"	123	696307	17.7
	"1999"	"1999"	"35-44 years"	"35-44"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	110	696307	15.8
	"1999"	"1999"	"35-44 years"	"35-44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	55	696307	7.9
	"1999"	"1999"	"35-44 years"	"35-44"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	10	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	696307	3.4
	"1999"	"1999"	"35-44 years"	"35-44"	"Pneumonia (J12-J18)"	"GR113-078"	23	696307	3.3
	"1999"	"1999"	"35-44 years"	"35-44"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	18	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	66	696307	9.5
	"1999"	"1999"	"35-44 years"	"35-44"	"Alcoholic liver disease (K70)"	"GR113-094"	49	696307	7.0
	"1999"	"1999"	"35-44 years"	"35-44"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	17	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	696307	3.6
	"1999"	"1999"	"35-44 years"	"35-44"	"Renal failure (N17-N19)"	"GR113-100"	24	696307	3.4
	"1999"	"1999"	"35-44 years"	"35-44"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	12	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	24	696307	3.4
	"1999"	"1999"	"35-44 years"	"35-44"	"All other diseases (Residual) "	"GR113-111"	155	696307	22.3
	"1999"	"1999"	"35-44 years"	"35-44"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	338	696307	48.5
	"1999"	"1999"	"35-44 years"	"35-44"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	200	696307	28.7
	"1999"	"1999"	"35-44 years"	"35-44"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	175	696307	25.1
	"1999"	"1999"	"35-44 years"	"35-44"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	22	696307	3.2
	"1999"	"1999"	"35-44 years"	"35-44"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	138	696307	19.8
	"1999"	"1999"	"35-44 years"	"35-44"	"Falls (W00-W19)"	"GR113-118"	10	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	20	696307	2.9
	"1999"	"1999"	"35-44 years"	"35-44"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	15	696307	Unreliable
	"1999"	"1999"	"35-44 years"	"35-44"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	53	696307	7.6
	"1999"	"1999"	"35-44 years"	"35-44"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	36	696307	5.2
	"1999"	"1999"	"35-44 years"	"35-44"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	98	696307	14.1
	"1999"	"1999"	"35-44 years"	"35-44"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	74	696307	10.6
	"1999"	"1999"	"35-44 years"	"35-44"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	24	696307	3.4
	"1999"	"1999"	"35-44 years"	"35-44"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	94	696307	13.5
	"1999"	"1999"	"35-44 years"	"35-44"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	61	696307	8.8
	"1999"	"1999"	"35-44 years"	"35-44"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	33	696307	4.7
	"1999"	"1999"	"35-44 years"	"35-44"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	21	696307	3.0
	"1999"	"1999"	"35-44 years"	"35-44"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	16	696307	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"#Septicemia (A40-A41)"	"GR113-010"	39	570443	6.8
	"1999"	"1999"	"45-54 years"	"45-54"	"#Viral hepatitis (B15-B19)"	"GR113-015"	30	570443	5.3
	"1999"	"1999"	"45-54 years"	"45-54"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	88	570443	15.4
	"1999"	"1999"	"45-54 years"	"45-54"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	19	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	947	570443	166.0
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	28	570443	4.9
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	19	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	21	570443	3.7
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	80	570443	14.0
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	34	570443	6.0
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	48	570443	8.4
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	15	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	252	570443	44.2
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant melanoma of skin (C43)"	"GR113-028"	12	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of breast (C50)"	"GR113-029"	132	570443	23.1
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	12	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	24	570443	4.2
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	16	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	25	570443	4.4
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	26	570443	4.6
	"1999"	"1999"	"45-54 years"	"45-54"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	60	570443	10.5
	"1999"	"1999"	"45-54 years"	"45-54"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	30	570443	5.3
	"1999"	"1999"	"45-54 years"	"45-54"	"Leukemia (C91-C95)"	"GR113-040"	23	570443	4.0
	"1999"	"1999"	"45-54 years"	"45-54"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	132	570443	23.1
	"1999"	"1999"	"45-54 years"	"45-54"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	15	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	153	570443	26.8
	"1999"	"1999"	"45-54 years"	"45-54"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	958	570443	167.9
	"1999"	"1999"	"45-54 years"	"45-54"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	779	570443	136.6
	"1999"	"1999"	"45-54 years"	"45-54"	"Hypertensive heart disease (I11)"	"GR113-056"	66	570443	11.6
	"1999"	"1999"	"45-54 years"	"45-54"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	534	570443	93.6
	"1999"	"1999"	"45-54 years"	"45-54"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	281	570443	49.3
	"1999"	"1999"	"45-54 years"	"45-54"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	248	570443	43.5
	"1999"	"1999"	"45-54 years"	"45-54"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	105	570443	18.4
	"1999"	"1999"	"45-54 years"	"45-54"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	143	570443	25.1
	"1999"	"1999"	"45-54 years"	"45-54"	"Other heart diseases (I26-I51)"	"GR113-064"	172	570443	30.2
	"1999"	"1999"	"45-54 years"	"45-54"	"Heart failure (I50)"	"GR113-067"	24	570443	4.2
	"1999"	"1999"	"45-54 years"	"45-54"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	141	570443	24.7
	"1999"	"1999"	"45-54 years"	"45-54"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	13	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	141	570443	24.7
	"1999"	"1999"	"45-54 years"	"45-54"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	22	570443	3.9
	"1999"	"1999"	"45-54 years"	"45-54"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	12	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	10	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	570443	5.4
	"1999"	"1999"	"45-54 years"	"45-54"	"Pneumonia (J12-J18)"	"GR113-078"	31	570443	5.4
	"1999"	"1999"	"45-54 years"	"45-54"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	51	570443	8.9
	"1999"	"1999"	"45-54 years"	"45-54"	"Emphysema (J43)"	"GR113-084"	10	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	32	570443	5.6
	"1999"	"1999"	"45-54 years"	"45-54"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	19	570443	Unreliable
	"1999"	"1999"	"45-54 years"	"45-54"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	99	570443	17.4
	"1999"	"1999"	"45-54 years"	"45-54"	"Alcoholic liver disease (K70)"	"GR113-094"	52	570443	9.1
	"1999"	"1999"	"45-54 years"	"45-54"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	47	570443	8.2
